2017-11-12 00:34:19 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:34:19 	 [ WARN] 	 <model_user.go:173>  	 Error 1054: Unknown column 'extend' in 'field list'
2017-11-12 00:34:59 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:36:23 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:36:25 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:36:25 	 [ WARN] 	 <model_user.go:173>  	 Error 1062: Duplicate entry '1230202102' for key 'PRIMARY'
2017-11-12 00:36:26 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:36:26 	 [ WARN] 	 <model_user.go:173>  	 Error 1062: Duplicate entry '1230202102' for key 'PRIMARY'
2017-11-12 00:39:03 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:39:03 	 [ WARN] 	 <model_user.go:173>  	 Error 1364: Field 'ncode' doesn't have a default value
2017-11-12 00:39:03 	 [ WARN] 	 <model_user.go:173>  	 Error 1062: Duplicate entry '1230202102' for key 'PRIMARY'
2017-11-12 00:39:37 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:39:37 	 [ WARN] 	 <model_user.go:173>  	 Error 1062: Duplicate entry '1230202102' for key 'PRIMARY'
2017-11-12 00:40:30 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:40:30 	 [ WARN] 	 <model_user.go:173>  	 Error 1062: Duplicate entry '0' for key 'PRIMARY'
2017-11-12 00:43:23 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:43:24 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:43:24 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:43:24 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:43:24 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:43:45 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:43:46 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:43:46 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 00:43:46 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 02:08:57 	 [ INFO] 	 <middleware.go:20>  	 Form:map[password:[admin123] username:[Jack008]],,Path:127.0.0.1/user/login
2017-11-12 02:10:01 	 [ INFO] 	 <middleware.go:20>  	 Form:map[password:[admin123] username:[Jack008]],,Path:127.0.0.1/user/login
2017-11-12 02:10:07 	 [ INFO] 	 <middleware.go:20>  	 Form:map[password:[admin123] username:[Jack008]],,Path:127.0.0.1/user/login
2017-11-12 02:10:48 	 [ INFO] 	 <middleware.go:20>  	 Form:map[password:[admin123] username:[Jack008]],,Path:127.0.0.1/user/login
2017-11-12 02:11:20 	 [ INFO] 	 <middleware.go:20>  	 Form:map[password:[admin123] username:[Jack008]],,Path:127.0.0.1/user/login
2017-11-12 02:13:32 	 [ INFO] 	 <middleware.go:20>  	 Form:map[username:[Jack008] password:[admin123]],,Path:127.0.0.1/user/login
2017-11-12 02:16:25 	 [ INFO] 	 <middleware.go:20>  	 Form:map[username:[Jack008] password:[admin123]],,Path:127.0.0.1/user/login
2017-11-12 02:16:49 	 [ INFO] 	 <middleware.go:20>  	 Form:map[password:[admin123] username:[Jack008]],,Path:127.0.0.1/user/login
2017-11-12 02:17:31 	 [ INFO] 	 <middleware.go:20>  	 Form:map[password:[admin123] username:[Jack008]],,Path:127.0.0.1/user/login
2017-11-12 02:19:28 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/user/login
2017-11-12 02:19:28 	 [ WARN] 	 <model_user.go:173>  	 password not right
2017-11-12 02:19:36 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/user/login
2017-11-12 02:19:37 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/user/login
2017-11-12 02:20:20 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/user/login
2017-11-12 02:20:20 	 [ WARN] 	 <model_user.go:173>  	 password not right
2017-11-12 02:20:51 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/user/login
2017-11-12 17:02:13 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 18:36:44 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 18:36:44 	 [ WARN] 	 <model_user.go:173>  	 Error 1366: Incorrect integer value: '' for column 'result' at row 1
2017-11-12 18:37:42 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 18:37:42 	 [ WARN] 	 <model_user.go:173>  	 Error 1366: Incorrect integer value: '' for column 'fee' at row 1
2017-11-12 18:38:14 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 18:39:48 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 18:39:49 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 18:39:49 	 [ WARN] 	 <model_user.go:173>  	 Error 1062: Duplicate entry '138292911' for key 'PRIMARY'
2017-11-12 18:41:09 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 18:41:10 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
2017-11-12 18:44:55 	 [ INFO] 	 <middleware.go:20>  	 Form:map[],,Path:127.0.0.1/
